City_id,City,Cloudiness,Country,Date,Humidity,latitude,longitude,Max temp,Wind Speed
127,Manaus,75,BR,1584490116,74,-3.1,-60.02,302.15,2.1
128,Nagato,75,JP,1584490116,87,34.38,131.2,287.04,0.5
129,Miranda,40,CO,1584490116,61,3.25,-76.23,300.15,5.1
130,Suntar,100,RU,1584490116,93,62.14,117.63,254.39,3.5
131,Nishihara,75,JP,1584490116,68,26.18,127.76,292.15,2.6
132,Bluff,24,NZ,1584490117,74,-46.6,168.33,287.04,2.24
133,Saint George,94,US,1584490117,43,37.1,-113.58,288.15,3.6
134,Oruzgan,0,AF,1584490117,71,32.83,66.0,279.89,2.97
135,Khonsa,0,IN,1584490117,73,27.02,95.57,287.04,1.84
136,Itoman,75,JP,1584490117,68,26.12,127.67,292.15,2.6
137,Westport,20,US,1584490093,75,41.14,-73.36,284.82,2.6
138,Tshikapa,100,CD,1584490118,95,-6.42,20.8,294.35,1.07
139,Longyearbyen,20,SJ,1584490118,68,78.22,15.64,245.15,2.6
140,Kenai,90,US,1584490118,79,60.55,-151.26,272.04,2.6
141,Dinghaicun,75,CN,1584490118,93,26.28,119.79,289.15,1.0
142,Jarabacoa,75,DO,1584490119,78,19.12,-70.64,298.15,4.1
143,Salinas,1,US,1584490111,76,36.68,-121.66,287.04,3.1
144,Grindavik,90,IS,1584490119,86,63.84,-22.43,273.15,9.8
145,Saint-Pierre,75,RE,1584490119,88,-21.34,55.48,297.15,3.1
146,Pevek,100,RU,1584490120,95,69.7,170.31,269.27,5.24
147,Oranjemund,0,NA,1584490120,94,-28.55,16.43,288.99,2.33
148,Provideniya,40,RU,1584490120,86,64.38,-173.3,272.15,9.0
149,Saskylakh,17,RU,1584490019,79,71.92,114.08,243.32,4.6
150,Ponta do Sol,40,PT,1584490120,67,32.67,-17.1,288.15,9.8
151,Iqaluit,90,CA,1584490041,85,63.75,-68.51,264.15,5.7
152,Ancud,13,CL,1584490121,76,-41.87,-73.82,286.15,3.1
153,New Norfolk,75,AU,1584490086,49,-42.78,147.06,295.15,5.1
154,Wajid,29,SO,1584490121,77,3.81,43.25,295.98,7.4
155,Orlovka,100,RU,1584490121,65,44.69,44.17,274.11,2.24
156,Ilulissat,96,GL,1584489965,59,69.22,-51.1,257.15,9.8
157,Mendi,100,PG,1584490122,67,-6.18,143.65,292.63,1.18
158,Santiago,0,CL,1584489444,40,-33.46,-70.65,296.15,3.1
159,Kaiyuan,80,CN,1584490122,91,23.7,103.3,287.64,4.32
160,Cambuí,1,BR,1584490084,88,-22.61,-46.06,293.71,1.93
161,Mahébourg,40,MU,1584490123,88,-20.41,57.7,298.15,2.39
162,Clyde River,90,CA,1584490123,68,70.47,-68.59,246.15,5.7
163,Tuatapere,18,NZ,1584490123,74,-46.13,167.68,287.04,2.24
164,Alice Springs,0,AU,1584489840,32,-23.7,133.88,300.15,4.6
165,Buala,8,SB,1584490123,72,-8.14,159.59,302.23,1.8
166,Dingle,22,PH,1584490124,79,11.0,122.67,298.5,5.47
167,Yangi Marg`ilon,72,UZ,1584490124,49,40.43,71.72,285.15,3.1
168,Zheleznodorozhnyy,26,RU,1584490124,59,55.75,38.0,276.15,3.0
169,Palmares do Sul,63,BR,1584490124,80,-30.26,-50.51,294.96,6.07
170,Clearwater,1,US,1584489924,83,27.97,-82.8,299.15,1.44
171,Bengkulu,69,ID,1584490125,90,-3.8,102.27,296.71,1.68
172,Auki,0,SB,1584490125,73,-8.77,160.7,302.0,1.9
173,Leningradskiy,100,RU,1584490125,79,69.38,178.42,271.61,3.32
174,Seymchan,97,RU,1584490125,83,62.88,152.43,257.04,0.65
175,Harper,84,LR,1584490126,95,4.38,-7.72,298.31,1.51
176,Kachīry,48,KZ,1584490126,91,53.07,76.1,267.28,4.9
177,Centralia,1,US,1584490126,30,46.72,-122.95,288.71,2.6
178,Lüderitz,0,NA,1584490126,82,-26.65,15.16,289.15,2.6
179,Ruteng,53,ID,1584490127,76,-8.61,120.47,296.99,0.39
180,Hong Kong,40,HK,1584489932,73,22.29,114.16,295.37,4.1
181,Itarema,86,BR,1584490127,88,-2.92,-39.92,297.81,1.7
182,Saint-Philippe,75,RE,1584490127,88,-21.36,55.77,297.15,3.1
183,Kaitangata,2,NZ,1584490128,72,-46.28,169.85,282.71,2.28
184,Gimli,100,CA,1584490128,60,50.63,-96.99,268.15,2.54
185,Mets Masrik,66,AM,1584490128,92,40.22,45.77,267.27,1.99
186,Praia da Vitória,20,PT,1584490128,77,38.73,-27.07,289.15,6.24
187,Port-Gentil,40,GA,1584490128,83,-0.72,8.78,302.15,4.6
188,Ambilobe,65,MG,1584490129,91,-13.2,49.05,297.0,1.17
189,Hambantota,100,LK,1584489964,80,6.12,81.12,299.12,4.67
190,Umm Kaddadah,31,SD,1584490129,17,13.6,26.69,294.89,6.68
191,Bud,75,US,1584490129,53,39.45,-86.18,284.26,0.78
192,Dalen,79,NL,1584490129,60,52.7,6.76,282.04,3.6
193,Yerbogachën,26,RU,1584490130,94,61.28,108.01,250.02,1.42
194,Aklavik,75,CA,1584490130,67,68.22,-135.01,268.15,1.0
195,Gwanda,99,ZW,1584490130,83,-20.93,29.0,290.69,4.57
196,Bull Savanna,43,JM,1584490130,80,17.89,-77.59,294.79,1.85
197,Saint Paul Harbor,1,US,1584490130,70,57.79,-152.41,280.15,6.2
198,Laas,15,IT,1584490131,86,46.62,10.7,280.37,0.5
199,Isfana,98,KG,1584489964,66,39.84,69.53,285.15,2.0
200,Ndélé,19,CF,1584490131,22,8.41,20.65,299.31,2.19
201,Monclova,67,MX,1584490131,40,26.9,-101.42,303.71,1.79
202,Paamiut,96,GL,1584490131,53,61.99,-49.67,261.88,5.95
203,Chui,100,UY,1584490132,83,-33.7,-53.46,293.02,4.44
204,Sabang,60,ID,1584490132,74,5.89,95.32,301.63,5.76
205,Taoudenni,92,ML,1584490132,11,22.68,-3.98,296.89,3.39
206,Upernavik,30,GL,1584490132,51,72.79,-56.15,248.67,2.83
207,Isangel,75,VU,1584490132,70,-19.55,169.27,303.15,3.1
208,Samarai,38,PG,1584490133,74,-10.62,150.67,301.14,2.49
209,Banjarmasin,8,ID,1584490133,86,-3.32,114.59,298.97,3.37
210,Mossamedes,100,AO,1584490133,80,-15.2,12.15,296.19,1.86
211,Novo Aripuanã,100,BR,1584490134,93,-5.12,-60.38,297.93,1.09
212,Champerico,75,GT,1584490134,55,14.3,-91.92,304.15,4.1
213,Chipoka,76,MW,1584490134,76,-13.99,34.52,295.53,4.3
214,Ouégoa,33,NC,1584490135,61,-20.35,164.43,301.19,1.94
215,Labuhan,88,ID,1584490135,89,-6.88,112.21,298.56,1.19
216,Petropavlovsk-Kamchatskiy,100,RU,1584489853,45,53.05,158.65,270.15,6.0
217,Rocha,100,UY,1584490135,77,-34.48,-54.33,291.36,4.71
218,Lavrentiya,100,RU,1584490013,92,65.58,-171.0,272.48,5.25
219,Mount Isa,0,AU,1584490136,35,-20.73,139.5,302.15,5.7
220,Naze,98,JP,1584490136,63,28.37,129.48,291.15,2.1
221,Bathsheba,40,BB,1584490136,69,13.22,-59.52,299.15,4.6
222,Graciano Sánchez,40,MX,1584490136,33,23.92,-99.28,305.15,8.2
223,Dikson,92,RU,1584490136,100,73.51,80.55,250.6,2.88
224,Nome,90,US,1584489843,92,64.5,-165.41,272.59,4.6
225,Aromashevo,95,RU,1584490137,89,56.86,68.64,269.64,5.52
226,Constitución,2,CL,1584490137,91,-35.33,-72.42,286.19,3.59
227,Vila Praia de Âncora,0,PT,1584490137,76,41.81,-8.85,288.71,1.0
228,Codrington,100,AU,1584490137,57,-38.27,141.97,292.94,6.31
229,Solnechnyy,100,RU,1584490138,92,50.72,136.63,269.58,1.39
230,Alofi,40,NU,1584490138,70,-19.06,-169.92,304.15,6.2
231,Kutum,0,SD,1584490138,23,14.2,24.67,288.03,1.74
232,Kambove,100,CD,1584490138,98,-10.88,26.6,290.41,1.16
233,Upington,47,ZA,1584490138,73,-28.45,21.26,295.15,4.1
234,Viedma,6,AR,1584490139,81,-40.81,-63.0,290.0,6.19
235,Ila,100,NO,1584490139,64,63.43,10.37,277.15,7.2
236,Portland,1,US,1584490045,29,45.52,-122.68,289.82,2.6
237,Marsabit,75,KE,1584490139,60,2.33,37.99,299.12,7.03
238,Riohacha,20,CO,1584490139,69,11.54,-72.91,300.15,6.2
239,Rio Grande,83,BR,1584490073,78,-32.03,-52.1,295.37,2.24
240,White Rock,1,CA,1584489981,75,49.02,-122.8,287.04,4.42
241,Kolondiéba,94,ML,1584490140,32,11.09,-6.89,303.87,2.8
242,Bambous Virieux,40,MU,1584490140,88,-20.34,57.76,298.15,4.54
243,Tortosa,41,ES,1584490140,87,40.81,0.52,286.48,2.1
244,Bilibino,100,RU,1584490141,92,68.05,166.44,265.46,3.39
245,Pisco,90,PE,1584490141,73,-13.7,-76.22,296.15,8.2
246,Praia,75,CV,1584489842,68,14.92,-23.51,294.15,7.7
247,Montilla,26,ES,1584490141,67,37.59,-4.64,288.15,5.1
248,Yulara,0,AU,1584490141,28,-25.24,130.99,301.15,4.6
249,Ballymena,20,GB,1584489857,93,54.86,-6.28,279.15,4.6
250,Tilichiki,100,RU,1584490142,86,60.47,166.1,264.42,3.45
251,Crixás,63,BR,1584490142,90,-14.55,-49.97,296.51,0.51
252,Tigil',100,RU,1584490142,80,57.8,158.67,263.69,0.9
253,Vila Velha,40,BR,1584489844,83,-20.33,-40.29,300.15,2.1
254,Meulaboh,100,ID,1584490026,73,4.14,96.13,299.76,2.13
255,Jaciara,19,BR,1584490143,84,-15.97,-54.97,296.66,0.93
256,Bāfq,19,IR,1584490143,36,31.61,55.41,289.73,4.12
257,Haapiti,40,PF,1584490143,66,-17.57,-149.87,305.15,3.6
258,Prachuap Khiri Khan,100,TH,1584490143,77,11.82,99.78,300.16,5.26
259,Letterkenny,100,IE,1584490144,90,54.95,-7.73,275.92,2.62
260,Kulhudhuffushi,68,MV,1584490144,78,6.62,73.07,301.86,8.0
261,Hutchinson,90,US,1584490097,76,38.06,-97.93,284.26,4.6
262,Nekhayevskiy,9,RU,1584490144,57,50.41,41.76,273.86,1.34
263,Kanniyākumāri,23,IN,1584490144,80,8.08,77.57,300.69,10.97
264,Nacala,32,MZ,1584490145,97,-14.54,40.67,295.12,1.95
265,Asău,80,RO,1584490145,65,46.43,26.4,280.37,2.1
266,Cimitarra,56,CO,1584490145,74,6.31,-73.95,299.49,1.62
267,Senador José Porfírio,54,BR,1584490145,88,-2.59,-51.95,298.75,2.21
268,Bamako,73,ML,1584489662,24,12.65,-8.0,301.15,1.5
269,Gariadhar,0,IN,1584490146,31,21.53,71.58,293.56,3.21
270,Kirakira,77,SB,1584489942,69,-10.45,161.92,302.34,1.55
271,Morant Bay,20,JM,1584490146,54,17.88,-76.41,302.15,8.2
272,Roanoke,90,US,1584489960,82,37.27,-79.94,290.15,3.6
273,Atikokan,95,CA,1584490146,82,48.76,-91.62,267.08,1.95
274,Sitka,40,US,1584490147,65,57.05,-135.33,280.15,7.2
275,Ahipara,0,NZ,1584490147,55,-35.17,173.17,290.23,5.37
276,Okhotsk,0,RU,1584490147,78,59.38,143.3,258.78,2.31
277,Esperance,65,AU,1584490147,82,-33.87,121.9,288.15,6.2
278,Pangnirtung,100,CA,1584490077,80,66.15,-65.71,257.95,7.66
279,Aykhal,0,RU,1584490148,68,66.0,111.5,246.15,2.0
280,Eydhafushi,94,MV,1584490148,78,5.1,73.07,302.18,7.87
281,Chibuto,0,MZ,1584490148,85,-24.69,33.53,291.52,1.5
282,Vardø,75,NO,1584489919,92,70.37,31.11,269.15,3.6
283,Akdepe,100,TM,1584490148,43,42.06,59.38,286.15,6.2
284,La Ronge,40,CA,1584490149,42,55.1,-105.28,259.15,3.1
285,Malakal,8,SS,1584490149,14,9.53,31.66,300.49,4.16
286,Olafsvik,100,IS,1584490149,80,64.89,-23.71,270.76,16.95
287,Kyrenia,20,CY,1584490149,65,35.34,33.32,281.15,4.1
288,Hukuntsi,45,BW,1584490149,54,-24.0,21.75,295.03,4.92
289,Teeli,100,RU,1584490150,75,51.03,90.23,269.14,1.21
290,Shenjiamen,90,CN,1584490150,80,29.96,122.3,286.52,1.71
291,Nioro,0,GM,1584490150,43,13.35,-15.75,296.59,4.92
292,Kifrī,67,IQ,1584490150,62,34.7,44.97,291.24,6.16
293,Kousséri,91,CM,1584490150,7,12.08,15.03,302.15,5.7
294,Peno,94,RU,1584490151,84,56.93,32.74,272.93,3.88
295,Cheremkhovo,0,RU,1584490151,91,53.16,103.07,261.11,0.77
296,Vila Franca do Campo,20,PT,1584490151,82,37.72,-25.43,286.15,1.75
297,Atbasar,7,KZ,1584490151,93,51.8,68.33,265.07,4.55
298,Beloslav,0,BG,1584490152,71,43.18,27.7,275.93,2.6
299,Cidreira,96,BR,1584490152,79,-30.18,-50.21,296.25,9.99
300,Tacna,90,PE,1584490153,83,-18.01,-70.25,297.15,4.1
301,Marabu,75,MY,1584489987,100,4.41,114.01,297.15,2.83
302,New Ulm,75,US,1584490153,56,44.31,-94.46,278.15,2.6
303,Santa Isabel Rio Negro,100,BR,1584490153,96,-0.41,-65.02,297.92,1.19
304,Walvis Bay,0,NA,1584489996,95,-22.96,14.51,289.82,2.91
305,Ţahţā,0,EG,1584490154,42,26.77,31.5,290.15,8.2
306,Bowen,13,AU,1584490154,65,-20.02,148.23,300.93,6.7
307,Jumla,0,NP,1584490154,51,29.27,82.18,272.1,2.49
308,Sultānpur,0,IN,1584490154,44,26.27,82.07,290.74,2.42
309,Carbondale,1,US,1584490015,71,37.73,-89.22,285.93,3.6
310,Arcos,76,BR,1584489987,90,-20.28,-45.54,293.13,1.2
311,Andenes,79,NO,1584490155,71,69.31,16.12,275.15,6.7
312,Torbay,75,CA,1584489929,73,47.67,-52.73,270.93,10.8
313,Udachny,0,RU,1584490155,68,66.42,112.4,246.15,2.0
314,Río Gallegos,24,AR,1584490155,50,-51.62,-69.22,288.15,7.2
315,Dzilam González,19,MX,1584490156,82,21.28,-88.93,298.38,13.18
316,Caravelas,0,BR,1584490156,82,-17.71,-39.25,300.43,4.76
317,Denpasar,20,ID,1584489953,83,-8.65,115.22,301.15,1.5
318,Kralendijk,0,BQ,1584490156,69,12.15,-68.27,300.15,4.6
319,Kīhei,75,US,1584490156,69,20.79,-156.47,297.15,13.4
